,公司代號,公司名稱,產業類別,員工福利平均數(仟元/人),員工薪資平均數(仟元/人),非擔任主管職務之全時員工薪資平均數(仟元/人),非擔任主管之全時員工薪資中位數(仟元/人),管理職女性主管占比,職業災害人數及比率-人數,職業災害人數及比率-比率,用水量(公噸),用水密集度-密集度(公噸/單位),公司年度召開法說會次數(次),使用率(再生能源/總能源),範疇一-排放量(噸CO2e),範疇二-排放量(噸CO2e),範疇三-排放量(噸CO2e),溫室氣體排放密集度-密集度(噸CO2e/單位),董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-比率,董事出席董事會出席率,有害廢棄物量-數據(公噸),非有害廢棄物量-數據(公噸),總重量(有害+非有害)-數據(公噸),廢棄物密集度-密集度(公噸/單位),E,S,G,ESG,ESG_ByPR
792,3050,鈺德,光電業,0,0,0,61,89,83,67,59,13,1,87,69,59,81,0,63,29,0,91,27,73,39,0,1,1,1,1,40
793,3051,力特,光電業,0,0,0,79,0,3,0,1,0,1,9,99,25,11,7,3,3,0,0,93,19,23,7,1,1,1,1,19
794,3059,華晶科,光電業,97,97,91,0,31,49,21,99,45,1,91,83,85,87,61,81,3,0,95,95,71,85,51,1,1,1,1,60
795,3149,正達,光電業,5,9,7,59,0,87,95,17,0,17,0,87,15,43,0,93,3,57,0,97,13,21,0,1,1,1,1,35
796,3356,奇偶,光電業,53,49,67,0,61,89,63,65,0,1,0,81,61,0,0,91,3,0,75,83,83,79,19,1,1,1,1,44
797,3406,玉晶光,光電業,55,53,53,19,7,0,91,55,55,1,97,85,49,59,0,97,0,59,55,73,81,75,0,1,1,1,1,47
798,3437,榮創,光電業,3,0,5,65,71,9,13,45,71,1,43,33,55,63,85,89,3,97,0,53,69,59,83,1,1,1,1,45
799,3454,晶睿,光電業,43,43,61,15,69,35,29,71,37,67,53,75,87,89,49,9,3,41,93,91,89,87,65,1,1,1,1,53
800,3481,群創,光電業,71,73,79,11,19,0,33,0,0,71,35,0,0,0,99,87,3,95,29,0,0,0,85,1,1,1,1,35
801,3504,揚明光,光電業,15,15,27,45,29,1,0,39,69,75,0,97,39,51,67,85,3,0,89,17,55,69,31,1,1,1,1,37
802,3535,晶彩科,光電業,35,31,47,9,0,25,0,79,43,1,95,17,93,91,57,9,3,93,0,85,85,81,1,1,1,1,1,43
803,3543,州巧,光電業,13,13,17,69,3,0,0,53,0,1,0,25,3,0,19,9,3,91,43,0,11,77,13,1,1,1,1,22
804,3563,牧德,光電業,81,77,83,0,0,77,85,37,23,83,0,93,97,47,39,9,9,89,83,15,59,95,33,1,1,1,1,52
805,3576,聯合再生,光電業,11,7,9,95,51,0,3,0,0,81,17,39,0,19,3,0,33,99,0,0,5,1,0,1,1,1,1,26
806,3591,艾笛森,光電業,23,23,0,85,87,43,11,69,19,87,63,13,79,95,25,27,57,3,49,67,97,97,63,1,1,1,1,47
807,3622,洋華,光電業,47,55,43,31,41,95,83,85,53,1,57,95,89,97,97,9,35,5,77,63,87,83,59,1,1,1,1,56
808,3673,TPK-KY,光電業,37,37,37,25,55,0,43,0,85,89,0,0,0,0,89,31,67,85,11,9,0,0,93,1,1,1,1,35
809,3714,富采,光電業,99,99,55,17,53,79,81,91,49,93,99,53,29,0,0,9,99,83,73,39,39,89,55,1,1,1,1,59
810,4934,太極,光電業,83,85,59,0,55,55,79,41,5,21,1,29,69,61,23,75,69,11,3,23,15,15,0,1,1,1,1,36
811,4935,茂林-KY,光電業,75,75,41,27,73,61,77,31,9,85,5,0,35,27,29,73,71,19,31,29,17,17,0,1,1,1,1,38
812,4942,嘉彰,光電業,45,45,31,63,59,85,75,57,3,41,89,51,83,99,31,71,73,81,71,77,9,13,0,1,1,1,1,54
813,4956,光鋐,光電業,0,0,3,71,57,99,73,23,0,59,0,41,19,49,0,9,79,79,0,3,49,27,0,1,1,1,1,35
814,4960,誠美材,光電業,27,19,33,33,11,0,0,0,11,77,29,0,11,5,27,9,77,77,47,0,0,0,17,1,1,1,1,25
815,4976,佳凌,光電業,0,0,0,83,37,19,17,5,21,47,33,0,37,25,37,9,81,31,67,0,3,3,45,1,1,1,1,28
816,5234,達興材料,光電業,89,89,95,0,45,53,71,29,7,57,0,19,67,29,21,9,83,75,65,0,31,19,5,1,1,1,1,44
817,5243,乙盛-KY,光電業,91,91,93,0,33,39,37,47,15,55,3,0,73,13,35,61,85,73,63,25,63,33,41,1,1,1,1,48
818,5244,弘凱,光電業,95,95,87,0,0,65,69,0,27,0,27,7,0,0,45,95,87,71,61,11,0,0,39,1,1,1,1,40
819,5484,慧友,光電業,1,0,15,55,63,69,93,87,35,53,85,35,99,93,47,67,65,17,25,75,99,99,95,1,1,1,1,59
820,6116,彩晶,光電業,77,81,85,0,15,0,9,81,77,73,67,0,0,0,5,69,75,0,33,0,0,0,21,1,1,1,1,33
821,6120,達運,光電業,67,61,57,23,27,23,23,95,61,51,93,15,0,57,0,77,61,13,59,35,0,0,9,1,1,1,1,40
822,6164,華興,光電業,9,11,0,57,39,91,87,27,0,49,77,11,0,3,55,13,59,35,0,0,29,7,81,1,1,1,1,33
823,6168,宏齊,光電業,31,33,35,29,77,21,45,51,95,43,41,79,53,31,91,65,63,69,27,59,65,63,99,1,1,1,1,55
824,6176,瑞儀,光電業,85,83,89,0,55,0,0,0,99,95,0,3,0,0,75,7,91,43,53,37,0,0,77,1,1,1,1,38
825,6209,今國光,光電業,0,0,0,89,35,0,0,21,0,39,0,43,41,41,0,25,0,29,0,45,45,47,15,1,1,1,1,25
826,6225,天瀚,光電業,41,39,73,0,83,93,89,0,31,37,23,9,0,0,53,99,0,0,0,1,0,0,49,1,1,1,1,33
827,6226,光鼎,光電業,63,65,49,21,99,59,97,0,29,35,25,5,0,1,0,15,55,37,13,0,0,0,79,1,1,1,1,35
828,6278,台表科,光電業,39,41,11,75,89,97,61,43,65,33,45,57,63,67,87,5,53,0,0,43,79,65,73,1,1,1,1,50
829,6405,悅城,光電業,0,0,13,41,57,11,0,15,0,31,0,67,47,37,11,83,51,67,37,0,21,0,23,1,1,1,1,28
830,6443,元晶,光電業,0,0,0,87,25,0,0,7,0,29,83,0,7,9,0,29,49,65,9,0,0,9,0,1,1,1,1,20
831,6456,GIS-KY,光電業,49,47,63,0,17,0,35,0,17,69,79,1,0,0,33,55,47,63,23,0,0,0,71,1,1,1,1,30
832,6477,安集,光電業,0,0,0,93,97,7,39,67,91,27,75,23,81,0,51,21,45,39,39,65,41,49,0,1,1,1,1,40
833,6668,中揚光,光電業,17,21,23,37,43,37,15,61,39,25,73,61,65,73,0,41,43,61,87,33,67,43,0,1,1,1,1,43
834,6706,惠特,光電業,59,69,71,35,49,47,31,63,97,65,71,91,57,79,95,19,41,33,51,99,51,53,97,1,1,1,1,59
835,8104,錸寶,光電業,29,27,19,53,1,15,0,19,0,63,47,45,45,33,0,17,39,0,45,41,77,55,43,1,1,1,1,30
836,8105,凌巨,光電業,19,17,29,39,55,31,27,0,33,61,21,0,0,0,43,79,37,87,0,0,0,0,69,1,1,1,1,29
837,8215,明基材,光電業,51,51,75,13,63,17,99,3,57,99,7,0,1,21,13,23,3,55,99,0,0,0,0,1,1,1,1,32
838,2347,聯強,電子通路業,29,34,54,54,94,19,19,19,4,89,99,14,29,9,19,94,84,49,39,99,9,19,14,1,1,1,1,46
839,2414,精技,電子通路業,19,19,19,84,44,24,24,59,54,24,54,84,54,54,59,29,79,64,79,19,64,99,34,1,1,1,1,48
840,2430,燦坤,電子通路業,4,4,9,94,64,4,4,49,69,54,59,29,64,94,79,49,14,39,54,24,24,64,44,1,1,1,1,42
841,3010,華立,電子通路業,74,74,84,34,29,29,29,79,59,69,4,19,39,49,4,39,9,59,99,29,94,89,59,1,1,1,1,52
842,3028,增你強,電子通路業,24,24,29,64,69,14,14,39,84,39,64,79,74,89,84,14,19,89,94,34,49,49,69,1,1,1,1,53
843,3033,威健,電子通路業,54,59,69,19,24,34,34,64,44,44,49,64,89,44,54,54,24,44,59,39,59,54,49,1,1,1,1,48
844,3036,文曄,電子通路業,69,69,74,44,59,44,44,24,34,99,74,49,44,74,49,59,29,9,69,44,19,24,74,1,1,1,1,49
845,3048,益登,電子通路業,49,49,64,39,99,49,49,89,94,34,34,74,79,39,89,19,34,69,49,49,74,79,79,1,1,1,1,59
846,3055,蔚華科,電子通路業,84,89,59,29,14,39,39,29,39,29,79,94,34,99,29,69,39,4,9,14,54,34,54,1,1,1,1,44
847,3209,全科,電子通路業,39,39,39,59,19,99,99,94,19,74,9,44,94,59,34,64,44,99,84,54,79,39,19,1,1,1,1,58
848,3312,弘憶股,電子通路業,44,44,24,79,39,64,64,69,29,79,84,54,84,84,44,99,4,29,24,64,44,44,29,1,1,1,1,54
849,3528,安馳,電子通路業,64,64,44,49,74,69,69,44,24,19,29,59,59,79,39,79,54,79,74,69,39,29,24,1,1,1,1,55
850,3702,大聯大,電子通路業,94,94,94,4,84,74,74,9,14,94,89,34,24,4,64,9,89,74,34,74,14,9,4,1,1,1,1,52
851,5434,崇越,電子通路業,79,79,89,24,49,79,79,99,99,64,24,39,49,19,99,34,59,24,64,79,84,59,89,1,1,1,1,63
852,6189,豐藝,電子通路業,59,54,49,69,9,84,84,84,64,14,19,4,4,34,74,84,64,19,44,84,99,94,39,1,1,1,1,53
853,6281,全國電,電子通路業,9,9,14,89,54,9,9,14,9,59,14,24,14,14,24,4,69,84,19,89,29,14,9,1,1,1,1,34
854,6776,展碁國際,電子通路業,34,29,34,74,89,89,89,34,49,84,94,69,69,64,69,89,94,54,29,94,34,74,84,1,1,1,1,67
855,8070,長華*,電子通路業,99,99,99,9,79,94,94,4,89,9,39,9,9,69,94,24,74,94,14,4,4,4,64,1,1,1,1,54
856,8072,陞泰,電子通路業,14,14,4,99,99,59,59,54,74,4,44,89,19,24,14,74,99,14,89,59,89,84,94,1,1,1,1,52
857,8112,至上,電子通路業,89,84,79,14,34,54,54,74,79,49,69,99,99,29,9,44,49,34,4,9,69,69,99,1,1,1,1,53
858,2427,三商電,資訊服務業,27,27,27,81,27,99,99,72,81,36,99,63,99,90,90,90,18,99,45,99,9,18,72,1,1,1,1,66
859,2453,凌群,資訊服務業,54,54,36,54,36,36,27,27,90,27,90,45,36,81,99,81,99,18,99,90,90,36,90,1,1,1,1,62
860,2468,華經,資訊服務業,18,18,9,99,72,18,9,81,54,18,81,99,90,99,54,72,90,9,90,81,81,45,54,1,1,1,1,58
861,2471,資通,資訊服務業,81,81,90,18,54,90,90,36,27,63,72,90,54,27,45,63,9,72,9,72,72,99,45,1,1,1,1,60
862,2480,敦陽科,資訊服務業,63,63,63,36,63,81,81,90,45,99,63,27,81,72,36,27,81,81,27,63,99,63,27,1,1,1,1,63
863,3029,零壹,資訊服務業,90,90,72,45,99,72,72,63,63,54,54,54,63,63,63,45,72,90,54,54,63,90,63,1,1,1,1,68
864,4994,傳奇,資訊服務業,9,9,18,90,90,63,63,18,36,45,45,36,18,18,18,99,63,45,36,45,54,27,36,1,1,1,1,44
865,5203,訊連,資訊服務業,99,99,99,9,18,54,54,45,9,90,36,81,72,54,27,54,54,63,81,36,45,72,18,1,1,1,1,54
866,6112,邁達特,資訊服務業,45,45,54,63,81,27,18,54,18,81,27,72,45,45,9,36,45,27,72,27,36,54,9,1,1,1,1,42
867,6183,關貿,資訊服務業,72,72,81,27,9,45,36,99,99,9,18,9,27,36,81,9,36,36,18,18,27,81,99,1,1,1,1,43
868,6214,精誠,資訊服務業,36,36,45,72,45,9,45,9,72,72,9,18,9,9,72,18,27,54,63,9,18,9,81,1,1,1,1,35
869,2601,益航,貿易百貨,93,93,99,0,21,99,99,93,39,87,93,69,15,69,39,93,93,99,33,99,99,93,0,1,1,1,1,71
870,2901,欣欣,貿易百貨,69,69,63,27,63,93,93,15,27,39,15,45,27,57,27,21,3,9,63,9,9,99,15,1,1,1,1,42
871,2903,遠百,貿易百貨,75,81,75,21,15,87,87,3,57,3,0,15,9,27,57,45,15,3,75,15,15,15,51,1,1,1,1,34
872,2905,三商,貿易百貨,99,99,81,15,75,27,21,87,33,9,99,93,93,63,33,27,21,87,45,21,21,51,21,1,1,1,1,53
873,2906,高林,貿易百貨,81,75,57,39,87,81,81,9,75,15,21,21,21,15,75,9,27,0,51,27,27,33,69,1,1,1,1,43
874,2908,特力,貿易百貨,87,87,87,9,33,21,27,99,99,21,27,99,57,51,99,51,99,15,87,33,33,45,99,1,1,1,1,57
875,2910,統領,貿易百貨,45,45,51,33,3,75,75,27,69,27,33,27,45,39,69,15,33,39,69,39,39,27,63,1,1,1,1,45
876,2911,麗嬰房,貿易百貨,15,27,21,63,69,69,69,63,81,33,39,75,39,33,81,63,39,21,81,45,45,81,27,1,1,1,1,49
877,2912,統一超,貿易百貨,63,63,93,3,93,9,15,0,93,99,45,0,0,0,93,0,45,45,99,51,51,0,75,1,1,1,1,43
878,2913,農林,貿易百貨,57,57,69,45,51,15,3,21,63,45,51,33,33,9,63,3,51,51,3,57,57,39,57,1,1,1,1,42
879,2915,潤泰全,貿易百貨,51,51,45,75,45,57,51,75,45,81,57,81,99,81,45,39,0,69,9,63,63,69,9,1,1,1,1,55
880,2929,淘帝-KY,貿易百貨,39,39,33,69,9,51,45,81,87,51,63,87,87,3,87,99,87,81,93,69,69,21,81,1,1,1,1,64
881,2945,三商家購,貿易百貨,0,0,0,99,57,3,9,33,51,57,69,57,63,45,51,33,57,93,27,75,75,75,45,1,1,1,1,50
882,4807,日成-KY,貿易百貨,33,33,15,93,39,39,33,69,9,93,75,9,3,21,9,75,63,63,15,81,81,9,87,1,1,1,1,47
883,5906,台南-KY,貿易百貨,9,9,9,87,27,33,39,45,3,63,81,3,75,87,3,81,69,33,21,87,87,3,93,1,1,1,1,45
884,5907,大洋-KY,貿易百貨,3,3,3,81,81,45,57,51,0,69,87,63,81,93,0,87,75,27,39,93,93,87,3,1,1,1,1,52
885,8429,金麗-KY,貿易百貨,21,21,27,57,0,63,63,57,21,75,9,39,69,75,21,69,81,75,0,3,3,63,33,1,1,1,1,41
886,8443,阿瘦,貿易百貨,27,15,39,51,99,15,0,39,15,0,3,51,51,99,15,57,9,57,57,0,0,57,39,1,1,1,1,34
887,2616,山隆,油電燃氣業,27,27,27,87,51,99,99,27,39,63,99,27,27,99,63,99,87,27,15,99,99,27,63,1,1,1,1,62
888,6505,台塑化,油電燃氣業,87,99,99,15,39,27,27,15,15,99,87,15,15,87,51,51,75,99,63,87,87,15,51,1,1,1,1,58
889,8926,台汽電,油電燃氣業,99,87,75,39,63,87,87,39,87,87,75,39,51,75,99,63,63,87,75,75,75,39,87,1,1,1,1,71
890,9908,大台北,油電燃氣業,75,75,63,51,27,75,75,63,75,51,63,87,63,63,75,39,51,63,51,63,63,63,75,1,1,1,1,63
891,9918,欣天然,油電燃氣業,63,63,51,63,75,63,63,99,27,75,51,75,99,51,15,15,99,75,39,51,51,99,15,1,1,1,1,58
892,9926,新海,油電燃氣業,51,51,87,27,87,51,51,87,63,39,39,99,87,39,39,27,39,51,27,39,39,87,39,1,1,1,1,55
893,9931,欣高,油電燃氣業,39,39,39,75,15,39,39,75,51,27,27,63,75,27,27,87,27,39,99,27,27,75,27,1,1,1,1,47
894,9937,全國,油電燃氣業,15,15,15,99,99,27,15,51,99,15,15,51,39,15,87,75,15,15,87,15,15,51,99,1,1,1,1,43
895,2701,萬企,觀光餐旅,63,57,39,51,99,99,99,39,87,45,99,9,63,93,93,99,87,69,99,99,93,9,87,1,1,1,1,71
896,2702,華園,觀光餐旅,27,39,33,93,99,81,81,99,21,39,15,87,99,21,3,51,39,15,9,15,27,99,3,1,1,1,1,48
897,2704,國賓,觀光餐旅,93,93,81,33,75,27,15,33,81,9,21,27,39,27,75,3,9,33,3,21,63,81,99,1,1,1,1,46
898,2705,六福,觀光餐旅,33,33,45,57,57,21,63,21,75,15,27,45,51,99,81,57,99,21,39,27,45,69,81,1,1,1,1,51
899,2706,第一店,觀光餐旅,57,63,21,63,33,87,87,93,33,21,33,15,93,33,15,93,15,27,57,33,81,15,15,1,1,1,1,46
900,2707,晶華,觀光餐旅,81,81,93,15,87,51,45,45,57,27,39,99,33,39,51,9,21,39,27,39,57,57,63,1,1,1,1,50
901,2712,遠雄來,觀光餐旅,45,45,51,69,27,63,75,75,99,33,45,3,75,45,99,69,27,93,93,45,15,3,93,1,1,1,1,57
902,2722,夏都,觀光餐旅,21,21,15,99,63,57,21,69,63,75,9,93,69,15,45,39,33,63,15,9,99,87,45,1,1,1,1,50
903,2723,美食-KY,觀光餐旅,51,51,75,21,39,3,27,9,15,99,51,33,9,51,33,63,45,87,63,51,21,27,33,1,1,1,1,45
904,2727,王品,觀光餐旅,15,15,87,9,51,15,51,3,3,93,63,63,3,3,21,81,81,75,45,63,75,21,21,1,1,1,1,43
905,2731,雄獅,觀光餐旅,39,27,27,75,21,75,69,87,27,51,69,57,87,63,9,87,51,81,69,69,69,93,9,1,1,1,1,57
906,2739,寒舍,觀光餐旅,69,69,69,39,69,9,3,27,93,57,75,21,27,69,87,33,57,9,21,75,39,45,75,1,1,1,1,47
907,2748,雲品,觀光餐旅,75,75,57,27,81,33,9,51,39,81,81,51,57,75,69,27,63,3,75,81,51,75,69,1,1,1,1,53
908,2753,八方雲集,觀光餐旅,99,99,99,3,45,39,39,81,69,63,87,75,81,81,63,21,93,57,51,87,3,39,39,1,1,1,1,59
909,5706,鳳凰,觀光餐旅,3,3,3,81,99,93,93,15,9,87,93,69,15,87,27,15,69,99,81,93,87,33,27,1,1,1,1,56
910,8940,新天地,觀光餐旅,87,87,63,45,93,69,33,57,45,69,57,39,45,57,57,75,75,51,87,57,9,63,57,1,1,1,1,59
911,9943,好樂迪,觀光餐旅,9,9,9,87,15,45,57,63,51,3,3,81,21,9,39,45,3,45,33,3,33,51,51,1,1,1,1,35
912,2801,彰銀,金融保險業,63,57,51,15,39,84,78,39,9,75,15,24,42,30,21,69,42,66,39,99,3,54,45,1,1,1,1,48
913,2809,京城銀,金融保險業,9,9,3,90,69,63,51,66,72,78,48,78,63,90,93,96,36,96,27,45,99,81,3,1,1,1,1,59
914,2812,台中銀,金融保險業,30,30,21,69,27,24,27,72,36,54,45,54,69,78,24,39,66,42,69,42,90,42,18,1,1,1,1,44
915,2816,旺旺保,金融保險業,12,12,15,87,42,48,12,78,0,6,36,57,90,51,3,84,3,63,51,39,87,48,21,1,1,1,1,41
916,2820,華票,金融保險業,93,90,90,3,9,93,90,93,90,12,39,63,93,69,87,45,6,39,78,36,84,99,99,1,1,1,1,62
917,2832,台產,金融保險業,6,6,12,99,3,54,30,54,78,36,30,84,72,93,6,57,9,9,48,33,63,84,12,1,1,1,1,40
918,2834,臺企銀,金融保險業,45,45,36,51,84,57,69,48,24,51,12,39,45,45,33,15,90,60,60,30,57,78,84,1,1,1,1,49
919,2836,高雄銀,金融保險業,51,48,33,45,90,45,0,87,84,30,96,72,66,63,81,30,12,87,3,24,81,93,51,1,1,1,1,55
920,2838,聯邦銀,金融保險業,0,0,0,96,63,60,6,51,21,27,27,87,87,87,42,66,15,27,66,3,48,45,66,1,1,1,1,42
921,2845,遠東銀,金融保險業,42,39,27,54,36,78,84,57,18,48,90,81,84,84,18,48,18,15,18,21,54,39,33,1,1,1,1,45
922,2849,安泰銀,金融保險業,18,18,9,81,99,27,9,63,57,15,51,99,57,54,69,60,21,18,81,18,96,75,6,1,1,1,1,46
923,2850,新產,金融保險業,33,36,24,72,15,87,87,33,60,21,78,18,0,6,0,51,24,72,33,15,27,69,30,1,1,1,1,40
924,2851,中再保,金融保險業,84,84,96,0,60,69,3,90,87,18,54,69,99,60,75,72,27,24,90,12,78,90,57,1,1,1,1,59
925,2852,第一保,金融保險業,21,24,18,84,12,72,93,96,99,3,42,66,81,99,78,33,30,78,36,9,75,63,54,1,1,1,1,55
926,2855,統一證,金融保險業,99,99,99,27,24,90,96,75,33,72,60,75,75,81,27,12,78,0,63,6,72,60,27,1,1,1,1,56
927,2867,三商壽,金融保險業,3,3,6,93,87,75,63,42,81,42,24,93,78,96,45,63,33,33,45,48,9,87,72,1,1,1,1,51
928,2880,華南金,金融保險業,66,63,66,33,78,9,33,12,3,39,72,45,33,15,39,9,81,21,24,51,30,36,75,1,1,1,1,40
929,2881,富邦金,金融保險業,24,21,75,36,51,6,39,3,48,57,75,3,6,27,48,24,99,57,9,54,12,9,81,1,1,1,1,39
930,2882,國泰金,金融保險業,15,15,63,42,75,0,60,0,42,90,18,0,3,3,57,36,63,75,0,57,42,3,0,1,1,1,1,37
931,2883,凱基金,金融保險業,78,81,84,30,30,96,18,21,45,87,93,30,24,33,63,75,39,69,15,60,18,24,69,1,1,1,1,54
932,2884,玉山金,金融保險業,39,42,30,48,45,21,54,18,66,93,3,27,21,24,60,42,96,45,84,63,0,15,93,1,1,1,1,47
933,2885,元大金,金融保險業,96,96,93,6,72,18,48,30,96,81,6,33,18,42,9,78,84,90,75,66,6,18,48,1,1,1,1,55
934,2886,兆豐金,金融保險業,87,75,78,24,81,3,24,27,15,24,9,9,36,21,72,15,93,3,93,69,51,51,90,1,1,1,1,46
935,2887,台新金,金融保險業,54,54,60,57,81,81,81,45,51,84,33,36,30,9,36,87,51,51,30,72,45,12,36,1,1,1,1,53
936,2888,新光金,金融保險業,27,27,42,63,57,33,72,6,27,96,84,12,12,39,96,15,54,81,72,75,24,0,24,1,1,1,1,46
937,2889,國票金,金融保險業,81,87,72,66,6,99,99,81,54,33,66,51,54,48,54,27,75,48,54,78,66,66,9,1,1,1,1,59
938,2890,永豐金,金融保險業,60,66,69,39,33,12,42,36,30,99,87,42,39,36,30,90,60,54,57,81,21,21,42,1,1,1,1,51
939,2891,中信金,金融保險業,90,93,87,12,48,15,57,9,6,60,69,6,9,0,90,93,72,93,87,84,39,6,39,1,1,1,1,53
940,2892,第一金,金融保險業,72,69,57,21,96,36,66,24,12,63,0,21,27,75,66,15,87,6,21,87,15,33,78,1,1,1,1,45
941,2897,王道銀行,金融保險業,69,78,48,60,66,39,15,69,39,45,21,60,60,57,15,21,57,30,42,90,60,57,15,1,1,1,1,48
942,5876,上海商銀,金融保險業,57,51,54,18,18,30,36,60,69,9,99,48,48,18,12,81,48,84,96,93,33,27,87,1,1,1,1,53
943,5880,合庫金,金融保險業,75,72,81,9,54,51,75,15,63,66,81,15,15,12,51,18,69,36,6,96,36,30,96,1,1,1,1,48
944,6005,群益證,金融保險業,48,60,45,75,93,42,45,99,93,69,63,90,51,66,84,54,45,99,12,27,69,72,63,1,1,1,1,66
945,6024,群益期,金融保險業,36,33,39,78,21,66,21,84,75,0,57,96,96,72,99,99,3,12,99,0,93,96,60,1,1,1,1,55
947,3130,一零四,數位雲端,66,66,99,33,33,99,99,99,99,66,99,99,99,99,99,99,99,66,66,99,99,99,99,1,1,1,1,84
948,6165,浪凡,數位雲端,99,99,33,99,99,66,66,66,66,33,66,66,66,66,66,66,66,33,33,66,66,66,66,1,1,1,1,69
949,8454,富邦媒,數位雲端,33,33,66,66,66,33,33,33,33,99,33,33,33,33,33,33,33,99,99,33,33,33,33,1,1,1,1,45
950,3708,上緯投控,綠能環保,81,81,54,54,72,99,99,81,81,90,99,63,63,90,45,90,99,99,63,18,99,72,54,1,1,1,1,77
951,6581,鋼聯,綠能環保,63,63,63,18,45,90,90,27,90,72,54,18,36,27,54,18,90,54,36,9,9,9,45,1,1,1,1,49
952,6641,基士德-KY,綠能環保,18,18,27,81,90,36,27,90,36,81,9,99,90,99,81,81,81,18,99,45,90,81,90,1,1,1,1,63
953,6806,森崴能源,綠能環保,90,90,90,27,54,81,81,99,9,63,90,90,99,81,18,72,72,36,54,36,81,99,99,1,1,1,1,70
954,8341,日友,綠能環保,72,72,81,36,36,9,9,9,27,54,72,27,18,18,9,63,63,90,90,90,27,54,63,1,1,1,1,50
955,8422,可寧衛,綠能環保,54,54,72,45,9,27,18,36,99,99,45,54,81,54,90,99,54,81,81,81,18,18,9,1,1,1,1,57
956,8438,昶昕,綠能環保,45,45,45,63,99,18,36,63,72,18,36,81,27,72,72,36,45,9,72,54,63,63,81,1,1,1,1,51
957,8473,山林水,綠能環保,9,9,9,90,18,72,72,54,54,45,18,45,54,45,36,27,36,45,9,72,54,45,27,1,1,1,1,40
958,8476,台境*,綠能環保,36,36,36,72,63,63,63,45,45,9,63,36,45,36,27,54,27,27,18,63,45,36,18,1,1,1,1,40
959,9930,中聯資源,綠能環保,99,99,99,9,27,54,54,18,18,36,81,9,9,9,99,9,18,72,27,99,36,27,36,1,1,1,1,45
960,9955,佳龍,綠能環保,27,27,18,99,81,45,45,72,63,27,27,72,72,63,63,45,9,63,45,27,72,90,72,1,1,1,1,52
